
Download Data - raw
Regional - CRCM4.2.3 (Run 1) - SR-A2
Air Temperature - Mean (2m) (degC)
Area: 46.48N 59.85W to 51.69N 51.41W
Baseline Years: 1971 - 2000

lat, lon, year, january, february, march, april, may, june, july, august, september, october, november, december, winter, spring, summer, autumn, annual
48, -60, 1979, -0.436752, -1.13969, -1.27629, 0.359415, 3.07683, 5.7629, 9.23676, 9.82144, 9.97855, 9.43807, 5.54372, 2.67039, 0.36465, 0.719985, 8.2737, 8.32012, 4.41961
48, -60, 1980, -1.34268, -5.70804, -3.69176, -0.169876, 3.63927, 6.77103, 9.60283, 10.9881, 10.619, 8.76414, 5.99473, 2.98431, -1.35547, -0.0741204, 9.12067, 8.45929, 4.03759
48, -60, 1981, 0.838944, -2.04252, -0.866525, 0.923988, 3.5696, 5.09399, 8.25596, 9.69521, 10.9452, 9.19601, 5.17171, 2.31957, 0.372, 1.20902, 7.68172, 8.43763, 4.42509
48, -60, 1982, -0.300464, -1.58586, -0.757008, 0.932166, 3.9615, 6.46345, 8.45472, 10.1538, 10.5906, 9.6833, 7.17999, 4.12903, 0.747568, 1.37889, 8.35732, 9.15129, 4.90877
48, -60, 1983, -0.638376, -3.00469, -1.62308, 0.263241, 2.86994, 5.58109, 8.93909, 10.4498, 10.5525, 9.83117, 7.61527, 4.85061, 0.402513, 0.503366, 8.32331, 9.33297, 4.64054
48, -60, 1984, 1.95817, -2.64402, -0.627828, 0.449901, 3.92534, 6.54685, 8.20313, 9.87563, 10.5027, 7.92629, 5.63841, 1.36417, 0.226105, 1.24914, 8.20854, 8.02248, 4.42657
48, -60, 1985, -1.40921, -1.58711, -0.356866, -0.0274068, 2.65084, 6.00703, 8.94606, 9.59317, 9.53852, 8.88856, 6.59327, 3.15159, 0.0517574, 0.755521, 8.18209, 8.34012, 4.33237
48, -60, 1986, 0.384567, -1.75598, -2.71691, 1.18639, 3.77124, 6.89532, 9.19985, 10.7945, 11.4287, 9.88324, 7.12777, 4.38682, 1.00514, 0.746906, 8.96323, 9.4799, 5.04879
48, -60, 1987, -0.587496, -1.76823, -0.960004, 0.860243, 3.57532, 5.94323, 8.27694, 10.0997, 10.8873, 8.5661, 5.69104, 2.82522, 0.156499, 1.15852, 8.10663, 8.38149, 4.45079
48, -60, 1988, -0.970893, -1.73644, -1.11512, 0.757269, 3.14042, 5.71483, 8.92307, 10.6241, 11.028, 10.1476, 6.788, 2.72023, 0.00429847, 0.927522, 8.42067, 9.32119, 4.66842
48, -60, 1989, -0.645364, -0.888545, -1.09985, 0.899189, 3.73963, 6.577, 9.25277, 10.2634, 11.2643, 9.83669, 5.85077, 2.76343, 0.409839, 1.17965, 8.69772, 8.9839, 4.81778
48, -60, 1990, -2.28756, -3.82232, -3.87026, -1.09804, 2.30657, 5.52763, 8.44907, 9.8683, 10.8703, 8.83434, 6.62255, 1.97848, -1.37713, -0.887244, 7.94833, 8.77574, 3.61493
48, -60, 1991, -3.41406, -3.63211, -2.03952, 0.661543, 3.25752, 5.3788, 8.12061, 10.5115, 10.0288, 9.8022, 6.65974, 2.39252, -1.55121, 0.626515, 8.00363, 8.83024, 3.97729
48, -60, 1992, -2.19674, -5.0519, -4.38324, -0.85962, 2.34364, 5.05474, 8.11544, 9.53489, 9.96772, 8.19221, 6.45572, 3.1612, -1.36248, -0.966404, 7.56836, 8.20522, 3.36117
48, -60, 1993, -0.862858, -3.4214, -1.06993, -0.116892, 1.75167, 5.44615, 8.18131, 10.0682, 9.99709, 8.47036, 6.85914, 2.8524, -0.477286, 0.188286, 7.89854, 8.4422, 4.01293
48, -60, 1994, -1.01571, -1.30204, -0.229514, 0.769146, 3.66296, 6.395, 9.71103, 10.3155, 10.3538, 8.82343, 6.23376, 3.06081, 0.247684, 1.40087, 8.80716, 8.47033, 4.73151
